"queryId","partialQEPId"
"406349","3"
"406350","1"
"406350","2"
"406350","3"
"406351","1"
"406351","2"
"406351","3"
"406352","1"
"406352","2"
"406352","3"
"406353","1"
"406353","2"
"406353","3"
"406354","1"
"406354","2"
"406354","3"
"406355","1"
"406355","2"
"406355","3"
"406356","1"
"406356","2"
"406356","3"
"406357","1"
"406357","2"
"406357","3"
"406358","1"
"406358","2"
"406358","3"
"406359","1"
"406359","2"
"406359","3"
"406360","1"
"406360","2"
"406360","3"
"406361","1"
"406361","2"
"406361","3"
"406362","1"
"406362","2"
"406362","3"
"406363","1"
"406363","2"
"406363","3"
"406364","1"
"406364","2"
"406364","3"
"406365","1"
"406365","2"
"406365","3"
"406366","1"
"406366","2"
"406366","3"
"406367","1"
"406367","2"
"406367","3"
"406368","1"
"406368","2"
"406368","3"
"406369","1"
"406369","2"
"406369","3"
"406370","1"
"406370","2"
"406370","3"
"406371","1"
"406371","2"
"406371","3"
"406372","1"
"406372","2"
"406372","3"
"406373","1"
"406373","2"
"406373","3"
"406374","1"
"406374","2"
"406374","3"
"406375","1"
"406375","2"
"406375","3"
"406376","1"
"406376","2"
"406376","3"
"406377","1"
"406377","2"
"406377","3"
"406378","1"
"406378","2"
"406378","3"
"406379","1"
"406379","2"
"406379","3"
"406380","1"
"406380","2"
"406380","3"
"406381","1"
"406381","2"
"406381","3"
"406382","1"
"406382","2"
"406382","3"
"406383","1"
"406383","2"
"406383","3"
"406384","1"
"406384","2"
"406384","3"
"406385","1"
"406385","2"
"406385","3"
"406386","1"
"406386","2"
"406386","3"
"406387","1"
"406387","2"
"406387","3"
"406388","1"
"406388","2"
"406388","3"
"406389","1"
"406389","2"
"406389","3"
"406390","1"
"406390","2"
"406390","3"
"406391","1"
"406391","2"
"406391","3"
"406392","1"
"406392","2"
"406392","3"
"406393","1"
"406393","2"
"406393","3"
"406394","4"
"406394","5"
"406394","6"
"406395","4"
"406395","5"
"406395","6"
"406396","4"
"406396","5"
"406396","6"
"406397","1"
"406397","2"
"406397","3"
"406398","4"
"406398","5"
"406398","6"
"406399","1"
"406399","2"
"406399","3"
"406400","1"
"406400","2"
"406400","3"
"406401","1"
"406401","2"
"406401","3"
"406402","1"
"406402","2"
"406402","3"
"406403","1"
"406403","2"
"406403","3"
"406404","1"
"406404","2"
"406404","3"
"406405","1"
"406405","2"
"406405","3"
"406406","1"
"406406","2"
"406406","3"
"406407","1"
"406407","2"
"406407","3"
"406408","1"
"406408","2"
"406408","3"
"406409","1"
"406409","2"
"406409","3"
"406410","1"
"406410","2"
"406410","3"
"406411","1"
"406411","2"
"406411","3"
"406412","1"
"406412","2"
"406412","3"
"406413","1"
"406413","2"
"406413","3"
"406414","1"
"406414","2"
"406414","3"
"406415","1"
"406415","2"
"406415","3"
"406416","1"
"406416","2"
"406416","3"
"406417","1"
"406417","2"
"406417","3"
"406418","1"
"406418","2"
"406418","3"
"406419","1"
"406419","2"
"406419","3"
"406420","1"
"406420","2"
"406420","3"
"406421","1"
"406421","2"
"406421","3"
"406422","1"
"406422","2"
"406422","3"
"406423","1"
"406423","2"
"406423","3"
"406424","1"
"406424","2"
"406424","3"
"406425","1"
"406425","2"
"406425","3"
"406426","1"
"406426","2"
"406426","3"
"406427","1"
"406427","2"
"406427","3"
"406428","1"
"406428","2"
"406428","3"
"406429","1"
"406429","2"
"406429","3"
"406430","1"
"406430","2"
"406430","3"
"406431","1"
"406431","2"
"406431","3"
"406432","1"
"406432","2"
"406432","3"
"406433","1"
"406433","2"
"406433","3"
"406434","1"
"406434","2"
"406434","3"
"406435","1"
"406435","2"
"406435","3"
"406436","1"
"406436","2"
"406436","3"
"406437","1"
"406437","2"
"406437","3"
"406438","1"
"406438","2"
"406438","3"
"406439","1"
"406439","2"
"406439","3"
"406440","1"
"406440","2"
"406440","3"
"406441","1"
"406441","2"
"406441","3"
"406442","1"
"406442","2"
"406442","3"
"406443","1"
"406443","2"
"406443","3"
"406444","1"
"406444","2"
"406444","3"
"406445","1"
"406445","2"
"406445","3"
"406446","1"
"406446","2"
"406446","3"
"406447","1"
"406447","2"
"406447","3"
"406448","1"
"406448","2"
"406448","3"
"406449","1"
"406449","2"
"406449","3"
"406450","1"
"406450","2"
"406450","3"
"406451","1"
"406451","2"
"406451","3"
"406452","1"
"406452","2"
"406452","3"
"406453","1"
"406453","2"
"406453","3"
"406454","1"
"406454","2"
"406454","3"
"406455","1"
"406455","2"
"406455","3"
"406456","1"
"406456","2"
"406456","3"
"406457","1"
"406457","2"
"406457","3"
"406458","1"
"406458","2"
"406458","3"
"406459","1"
"406459","2"
"406459","3"
"406460","1"
"406460","2"
"406460","3"
"406461","1"
"406461","2"
"406461","3"
"406462","1"
"406462","2"
"406462","3"
"406463","1"
"406463","2"
"406463","3"
"406464","1"
"406464","2"
"406464","3"
"406465","1"
"406465","2"
"406465","3"
"406466","1"
"406466","2"
"406466","3"
"406467","1"
"406467","2"
"406467","3"
"406468","1"
"406468","2"
"406468","3"
"406469","1"
"406469","2"
"406469","3"
"406470","1"
"406470","2"
"406470","3"
"406471","1"
"406471","2"
"406471","3"
"406472","1"
"406472","2"
"406472","3"
"406473","1"
"406473","2"
"406473","3"
"406474","1"
"406474","2"
"406474","3"
"406475","1"
"406475","2"
"406475","3"
"406476","1"
"406476","2"
"406476","3"
"406477","1"
"406477","2"
"406477","3"
"406478","1"
"406478","2"
"406478","3"
"406479","1"
"406479","2"
"406479","3"
"406480","1"
"406480","2"
"406480","3"
"406481","1"
"406481","2"
"406481","3"
"406482","1"
"406482","2"
"406482","3"
"406483","1"
"406483","2"
"406483","3"
"406484","1"
"406484","2"
"406484","3"
"406485","1"
"406485","2"
"406485","3"
"406486","1"
"406486","2"
"406486","3"
"406487","1"
"406487","2"
"406487","3"
"406488","1"
"406488","2"
"406488","3"
"406489","1"
"406489","2"
"406489","3"
"406490","1"
"406490","2"
"406490","3"
"406491","1"
"406491","2"
"406491","3"
"406492","1"
"406492","2"
"406492","3"
"406493","1"
"406493","2"
"406493","3"
"406494","1"
"406494","2"
"406494","3"
"406495","1"
"406495","2"
"406495","3"
"406496","1"
"406496","2"
"406496","3"
"406497","1"
"406497","2"
"406497","3"
"406498","1"
"406498","2"
"406498","3"
"406499","1"
"406499","2"
"406499","3"
"406500","1"
"406500","2"
"406500","3"
"406501","1"
"406501","2"
"406501","3"
"406502","1"
"406502","2"
"406502","3"
"406503","1"
"406503","2"
"406503","3"
"406504","1"
"406504","2"
"406504","3"
"406505","1"
"406505","2"
"406505","3"
"406506","1"
"406506","2"
"406506","3"
"406507","1"
"406507","2"
"406507","3"
"406508","1"
"406508","2"
"406508","3"
"406509","1"
"406509","2"
"406509","3"
"406510","1"
"406510","2"
"406510","3"
"406511","1"
"406511","2"
"406511","3"
"406512","1"
"406512","2"
"406512","3"
"406513","1"
"406513","2"
"406513","3"
"406514","1"
"406514","2"
"406514","3"
"406515","1"
"406515","2"
"406515","3"
"406516","1"
"406516","2"
"406516","3"
"406517","1"
"406517","2"
"406517","3"
"406518","1"
"406518","2"
"406518","3"
"406519","1"
"406519","2"
"406519","3"
"406520","1"
"406520","2"
"406520","3"
"406521","1"
"406521","2"
"406521","3"
"406522","1"
"406522","2"
"406522","3"
"406523","1"
"406523","2"
"406523","3"
"406524","1"
"406524","2"
"406524","3"
"406525","1"
"406525","2"
"406525","3"
"406526","1"
"406526","2"
"406526","3"
"406527","1"
"406527","2"
"406527","3"
"406528","1"
"406528","2"
"406528","3"
"406529","1"
"406529","2"
"406529","3"
"406530","1"
"406530","2"
"406530","3"
"406531","1"
"406531","2"
"406531","3"
"406532","1"
"406532","2"
"406532","3"
"406533","1"
"406533","2"
"406533","3"
"406534","1"
"406534","2"
"406534","3"
"406535","1"
"406535","2"
"406535","3"
"406536","1"
"406536","2"
"406536","3"
"406537","1"
"406537","2"
"406537","3"
"406538","1"
"406538","2"
"406538","3"
"406539","1"
"406539","2"
"406539","3"
"406540","1"
"406540","2"
"406540","3"
"406541","1"
"406541","2"
"406541","3"
"406542","1"
"406542","2"
"406542","3"
"406543","1"
"406543","2"
"406543","3"
"406544","1"
"406544","2"
"406544","3"
"406545","1"
"406545","2"
"406545","3"
"406546","1"
"406546","2"
"406546","3"
"406547","1"
"406547","2"
"406547","3"
"406548","1"
"406548","2"
"406548","3"
"406549","1"
"406549","2"
"406549","3"
"406550","1"
"406550","2"
"406550","3"
"406551","1"
"406551","2"
"406551","3"
"406552","1"
"406552","2"
"406552","3"
"406553","1"
"406553","2"
"406553","3"
"406554","1"
"406554","2"
"406554","3"
"406555","1"
"406555","2"
"406555","3"
"406556","1"
"406556","2"
"406556","3"
"406557","1"
"406557","2"
"406557","3"
"406558","1"
"406558","2"
"406558","3"
"406559","1"
"406559","2"
"406559","3"
"406560","1"
"406560","2"
"406560","3"
"406561","1"
"406561","2"
"406561","3"
"406562","1"
"406562","2"
"406562","3"
"406563","1"
"406563","2"
"406563","3"
"406564","1"
"406564","2"
"406564","3"
"406565","1"
"406565","2"
"406565","3"
"406566","1"
"406566","2"
"406566","3"
"406567","1"
"406567","2"
"406567","3"
"406568","1"
"406568","2"
"406568","3"
"406569","1"
"406569","2"
"406569","3"
"406570","1"
"406570","2"
"406570","3"
"406571","1"
"406571","2"
"406571","3"
"406572","1"
"406572","2"
"406572","3"
"406573","1"
"406573","2"
"406573","3"
"406574","1"
"406574","2"
"406574","3"
"406575","1"
"406575","2"
"406575","3"
"406576","1"
"406576","2"
"406576","3"
"406577","1"
"406577","2"
"406577","3"
"406578","1"
"406578","2"
"406578","3"
"406579","1"
"406579","2"
"406579","3"
"406580","1"
"406580","2"
"406580","3"
"406581","1"
"406581","2"
"406581","3"
"406582","1"
"406582","2"
"406582","3"
"406583","1"
"406583","2"
"406583","3"
"406584","1"
"406584","2"
"406584","3"
"406585","1"
"406585","2"
"406585","3"
"406586","1"
"406586","2"
"406586","3"
"406587","1"
"406587","2"
"406587","3"
"406588","1"
"406588","2"
"406588","3"
"406589","1"
"406589","2"
"406589","3"
"406590","1"
"406590","2"
"406590","3"
"406591","1"
"406591","2"
"406591","3"
"406592","1"
"406592","2"
"406592","3"
"406593","1"
"406593","2"
"406593","3"
"406594","1"
"406594","2"
"406594","3"
"406595","1"
"406595","2"
"406595","3"
"406596","1"
"406596","2"
"406596","3"
"406597","1"
"406597","2"
"406597","3"
"406598","1"
"406598","2"
"406598","3"
"406599","1"
"406599","2"
"406599","3"
"406600","1"
"406600","2"
"406600","3"
"406601","1"
"406601","2"
"406601","3"
"406602","1"
"406602","2"
"406602","3"
"406603","1"
"406603","2"
"406603","3"
"406604","1"
"406604","2"
"406604","3"
"406605","1"
"406605","2"
"406605","3"
"406606","1"
"406606","2"
"406606","3"
"406607","1"
"406607","2"
"406607","3"
"406608","1"
"406608","2"
"406608","3"
"406609","4"
"406609","5"
"406609","6"
"406610","4"
"406610","5"
"406610","6"
"406611","4"
"406611","5"
"406611","6"
"406612","4"
"406612","5"
"406612","6"
"406613","4"
"406613","5"
"406613","6"
"406614","1"
"406614","2"
"406614","3"
"406615","1"
"406615","2"
"406615","3"
"406616","1"
"406616","2"
"406616","3"
"406617","1"
"406617","2"
"406617","3"
"406618","1"
"406618","2"
"406618","3"
"406619","1"
"406619","2"
"406619","3"
"406620","1"
"406620","2"
"406620","3"
"406621","1"
"406621","2"
"406621","3"
"406622","1"
"406622","2"
"406622","3"
"406623","4"
"406623","5"
"406623","6"
"406624","4"
"406624","5"
"406624","6"
"406625","4"
"406625","5"
"406625","6"
"406626","1"
"406626","2"
"406626","3"
"406627","1"
"406627","2"
"406627","3"
"406628","1"
"406628","2"
"406628","3"
"406629","1"
"406629","2"
"406629","3"
"406630","1"
"406630","2"
"406630","3"
"406631","1"
"406631","2"
"406631","3"
"406632","1"
"406632","2"
"406632","3"
"406633","1"
"406633","2"
"406633","3"
"406634","1"
"406634","2"
"406634","3"
"406635","4"
"406635","5"
"406635","6"
"406636","4"
"406636","5"
"406636","6"
"406637","4"
"406637","5"
"406637","6"
"406638","4"
"406638","5"
"406638","6"
"406639","4"
"406639","5"
"406639","6"
"406640","4"
"406640","5"
"406640","6"
"406641","4"
"406641","5"
"406641","6"
"406642","4"
"406642","5"
"406642","6"
"406643","4"
"406643","5"
"406643","6"
"406644","4"
"406644","5"
"406644","6"
"406645","4"
"406645","5"
"406645","6"
"406646","4"
"406646","5"
"406646","6"
"406647","4"
"406647","5"
"406647","6"
"406648","4"
"406648","5"
"406648","6"
"406649","4"
"406649","5"
"406649","6"
"406650","4"
"406650","5"
"406650","6"
"406651","4"
"406651","5"
"406651","6"
"406652","4"
"406652","5"
"406652","6"
"406653","4"
"406653","5"
"406653","6"
"406654","4"
"406654","5"
"406654","6"
"406655","4"
"406655","5"
"406655","6"
"406656","4"
"406656","5"
"406656","6"
"406657","4"
"406657","5"
"406657","6"
"406658","4"
"406658","5"
"406658","6"
"406659","4"
"406659","5"
"406659","6"
"406660","4"
"406660","5"
"406660","6"
"406661","4"
"406661","5"
"406661","6"
"406662","4"
"406662","5"
"406662","6"
"406663","4"
"406663","5"
"406663","6"
"406664","4"
"406664","5"
"406664","6"
"406665","4"
"406665","5"
"406665","6"
"406666","4"
"406666","5"
"406666","6"
"406667","4"
"406667","5"
"406667","6"
"406668","4"
"406668","5"
"406668","6"
"406669","4"
"406669","5"
"406669","6"
"406670","4"
"406670","5"
"406670","6"
"406671","4"
"406671","5"
"406671","6"
"406672","4"
"406672","5"
"406672","6"
"406673","4"
"406673","5"
"406673","6"
"406674","4"
"406674","5"
"406674","6"
"406675","4"
"406675","5"
"406675","6"
"406676","4"
"406676","5"
"406676","6"
"406677","4"
"406677","5"
"406677","6"
"406678","4"
"406678","5"
"406678","6"
"406679","4"
"406679","5"
"406679","6"
"406680","4"
"406680","5"
"406680","6"
"406681","4"
"406681","5"
"406681","6"
"406682","4"
"406682","5"
"406682","6"
"406683","10"
"406683","11"
"406683","12"
"406684","10"
"406684","11"
"406684","12"
"406685","10"
"406685","11"
"406685","12"
"406686","10"
"406686","11"
"406686","12"
"406687","10"
"406687","11"
"406687","12"
"406688","10"
"406688","11"
"406688","12"
"406689","72"
"406689","73"
"406689","74"
"406690","89"
"406691","133"
"406692","10"
"406692","11"
"406692","12"
"406693","10"
"406693","11"
"406693","12"
"406694","10"
"406694","11"
"406694","12"
"406695","10"
"406695","11"
"406695","12"
"406696","10"
"406696","11"
"406696","12"
"406697","10"
"406697","11"
"406697","12"
"406698","10"
"406698","11"
"406698","12"
"406699","10"
"406699","11"
"406699","12"
"406700","72"
"406700","73"
"406700","74"
"406701","4"
"406701","5"
"406701","6"
"406702","4"
"406702","5"
"406702","6"
"406703","4"
"406703","5"
"406703","6"
"406704","4"
"406704","5"
"406704","6"
"406705","4"
"406705","5"
"406705","6"
"406706","4"
"406706","5"
"406706","6"
"406707","10"
"406707","11"
"406707","12"
"406708","10"
"406708","11"
"406708","12"
"406709","10"
"406709","11"
"406709","12"
"406710","4"
"406710","5"
"406710","6"
"406711","4"
"406711","5"
"406711","6"
"406712","4"
"406712","5"
"406712","6"
"406713","4"
"406713","5"
"406713","6"
"406714","4"
"406714","5"
"406714","6"
"406715","4"
"406715","5"
"406715","6"
"406716","4"
"406716","5"
"406716","6"
"406717","4"
"406717","5"
"406717","6"
"406718","4"
"406718","5"
"406718","6"
"406719","4"
"406719","5"
"406719","6"
"406720","4"
"406720","5"
"406720","6"
"406721","4"
"406721","5"
"406721","6"
"406722","4"
"406722","5"
"406722","6"
"406723","4"
"406723","5"
"406723","6"
"406724","4"
"406724","5"
"406724","6"
"406725","4"
"406725","5"
"406725","6"
"406726","4"
"406726","5"
"406726","6"
"406727","4"
"406727","5"
"406727","6"
"406728","4"
"406728","5"
"406728","6"
"406729","4"
"406729","5"
"406729","6"
"406730","4"
"406730","5"
"406730","6"
"406731","4"
"406731","5"
"406731","6"
"406732","4"
"406732","5"
"406732","6"
"406733","4"
"406733","5"
"406733","6"
"406734","4"
"406734","5"
"406734","6"
"406735","4"
"406735","5"
"406735","6"
"406736","4"
"406736","5"
"406736","6"
"406737","4"
"406737","5"
"406737","6"
"406738","4"
"406738","5"
"406738","6"
"406739","4"
"406739","5"
"406739","6"
"406740","91"
"406740","92"
"406740","93"
"406741","4"
"406741","5"
"406741","6"
"406742","4"
"406742","5"
"406742","6"
"406743","4"
"406743","5"
"406743","6"
"406744","4"
"406744","5"
"406744","6"
"406745","4"
"406745","5"
"406745","6"
"406746","4"
"406746","5"
"406746","6"
"406747","4"
"406747","5"
"406747","6"
"406748","152"
"406748","151"
"406749","152"
"406749","151"
"406750","4"
"406750","5"
"406750","6"
"406751","4"
"406751","5"
"406751","6"
"406752","4"
"406752","5"
"406752","6"
"406753","4"
"406753","5"
"406753","6"
"406754","4"
"406754","5"
"406754","6"
"406755","4"
"406755","5"
"406755","6"
"406756","4"
"406756","5"
"406756","6"
"406757","4"
"406757","5"
"406757","6"
"406758","4"
"406758","5"
"406758","6"
"406759","4"
"406759","5"
"406759","6"
"406760","4"
"406760","5"
"406760","6"
"406761","4"
"406761","5"
"406761","6"
"406762","4"
"406762","5"
"406762","6"
"406763","328"
"406763","327"
"406764","4"
"406764","5"
"406764","6"
"406765","4"
"406765","5"
"406765","6"
"406766","4"
"406766","5"
"406766","6"
"406767","4"
"406767","5"
"406767","6"
"406768","386"
"406768","388"
"406769","190"
"406769","191"
"406770","34"
"406770","35"
"406771","34"
"406771","35"
"406772","198"
"406772","193"
"406772","194"
"406773","48"
"406773","49"
"406773","50"
"406774","201"
"406774","203"
"406775","291"
"406775","292"
"406775","287"
"406776","197"
"406776","196"
"406776","195"
"406777","198"
"406777","193"
"406777","194"
"406778","201"
"406778","203"
"406779","291"
"406779","292"
"406779","287"
"406780","197"
"406780","196"
"406780","195"
"406781","173"
"406781","171"
"406781","174"
"406782","173"
"406782","171"
"406782","174"
"406783","48"
"406783","49"
"406783","50"
"406784","48"
"406784","49"
"406784","50"
"406785","48"
"406785","49"
"406785","50"
"406786","48"
"406786","49"
"406786","50"
"406787","48"
"406787","49"
"406787","50"
"406788","48"
"406788","49"
"406788","50"
"406789","10"
"406789","11"
"406789","12"
"406790","10"
"406790","11"
"406790","12"
"406791","10"
"406791","11"
"406791","12"
"406792","72"
"406792","73"
"406792","74"
"406793","219"
"406794","218"
"406795","221"
"406796","225"
"406796","117"
"406796","118"
"406797","226"
"406797","117"
"406797","118"
"406798","224"
"406798","222"
"406798","223"
"406799","10"
"406799","11"
"406799","12"
"406800","10"
"406800","11"
"406800","12"
"406801","10"
"406801","11"
"406801","12"
"406802","10"
"406802","11"
"406802","12"
"406803","10"
"406803","11"
"406803","12"
"406804","4"
"406804","5"
"406804","6"
"406805","4"
"406805","5"
"406805","6"
"406806","4"
"406806","5"
"406806","6"
"406807","4"
"406807","5"
"406807","6"
"406808","4"
"406808","5"
"406808","6"
"406809","4"
"406809","5"
"406809","6"
"406810","4"
"406810","5"
"406810","6"
"406811","4"
"406811","5"
"406811","6"
"406812","4"
"406812","5"
"406812","6"
"406813","4"
"406813","5"
"406813","6"
"406814","4"
"406814","5"
"406814","6"
"406815","4"
"406815","5"
"406815","6"
"406816","4"
"406816","5"
"406816","6"
"406817","4"
"406817","5"
"406817","6"
"406818","4"
"406818","5"
"406818","6"
"406819","4"
"406819","5"
"406819","6"
"406820","4"
"406820","5"
"406820","6"
"406821","4"
"406821","5"
"406821","6"
"406822","4"
"406822","5"
"406822","6"
"406823","4"
"406823","5"
"406823","6"
"406824","4"
"406824","5"
"406824","6"
"406825","4"
"406825","5"
"406825","6"
"406826","4"
"406826","5"
"406826","6"
"406827","4"
"406827","5"
"406827","6"
"406828","4"
"406828","5"
"406828","6"
"406829","4"
"406829","5"
"406829","6"
"406830","4"
"406830","5"
"406830","6"
"406831","4"
"406831","5"
"406831","6"
"406832","4"
"406832","5"
"406832","6"
"406833","4"
"406833","5"
"406833","6"
"406834","4"
"406834","5"
"406834","6"
"406835","4"
"406835","5"
"406835","6"
"406836","4"
"406836","5"
"406836","6"
"406837","4"
"406837","5"
"406837","6"
"406838","4"
"406838","5"
"406838","6"
"406839","4"
"406839","5"
"406839","6"
"406840","4"
"406840","5"
"406840","6"
"406841","4"
"406841","5"
"406841","6"
"406842","4"
"406842","5"
"406842","6"
"406843","4"
"406843","5"
"406843","6"
"406844","4"
"406844","5"
"406844","6"
"406845","4"
"406845","5"
"406845","6"
"406846","4"
"406846","5"
"406846","6"
"406847","4"
"406847","5"
"406847","6"
"406848","4"
"406848","5"
"406848","6"
"406849","4"
"406849","5"
"406849","6"
"406850","4"
"406850","5"
"406850","6"
"406851","4"
"406851","5"
"406851","6"
"406852","4"
"406852","5"
"406852","6"
"406853","4"
"406853","5"
"406853","6"
"406854","4"
"406854","5"
"406854","6"
"406855","4"
"406855","5"
"406855","6"
"406856","4"
"406856","5"
"406856","6"
"406857","4"
"406857","5"
"406857","6"
"406858","4"
"406858","5"
"406858","6"
"406859","4"
"406859","5"
"406859","6"
"406860","4"
"406860","5"
"406860","6"
"406861","4"
"406861","5"
"406861","6"
"406862","4"
"406862","5"
"406862","6"
"406863","4"
"406863","5"
"406863","6"
"406864","4"
"406864","5"
"406864","6"
"406865","4"
"406865","5"
"406865","6"
"406866","4"
"406866","5"
"406866","6"
"406867","4"
"406867","5"
"406867","6"
"406868","4"
"406868","5"
"406868","6"
"406869","4"
"406869","5"
"406869","6"
"406870","4"
"406870","5"
"406870","6"
"406871","4"
"406871","5"
"406871","6"
"406872","4"
"406872","5"
"406872","6"
"406873","4"
"406873","5"
"406873","6"
"406874","4"
"406874","5"
"406874","6"
"406875","4"
"406875","5"
"406875","6"
"406876","4"
"406876","5"
"406876","6"
"406877","4"
"406877","5"
"406877","6"
"406878","4"
"406878","5"
"406878","6"
"406879","4"
"406879","5"
"406879","6"
"406880","4"
"406880","5"
"406880","6"
"406881","4"
"406881","5"
"406881","6"
"406882","4"
"406882","5"
"406882","6"
"406883","4"
"406883","5"
"406883","6"
"406884","4"
"406884","5"
"406884","6"
"406885","4"
"406885","5"
"406885","6"
"406886","4"
"406886","5"
"406886","6"
"406887","4"
"406887","5"
"406887","6"
"406888","4"
"406888","5"
"406888","6"
"406889","4"
"406889","5"
"406889","6"
"406890","4"
"406890","5"
"406890","6"
"406891","4"
"406891","5"
"406891","6"
"406892","4"
"406892","5"
"406892","6"
"406893","4"
"406893","5"
"406893","6"
"406894","4"
"406894","5"
"406894","6"
"406895","4"
"406895","5"
"406895","6"
"406896","4"
"406896","5"
"406896","6"
"406897","4"
"406897","5"
"406897","6"
"406898","4"
"406898","5"
"406898","6"
"406899","4"
"406899","5"
"406899","6"
"406900","4"
"406900","5"
"406900","6"
"406901","4"
"406901","5"
"406901","6"
"406902","4"
"406902","5"
"406902","6"
"406903","4"
"406903","5"
"406903","6"
"406904","4"
"406904","5"
"406904","6"
"406905","4"
"406905","5"
"406905","6"
"406906","4"
"406906","5"
"406906","6"
"406907","4"
"406907","5"
"406907","6"
"406908","4"
"406908","5"
"406908","6"
"406909","4"
"406909","5"
"406909","6"
"406910","4"
"406910","5"
"406910","6"
"406911","4"
"406911","5"
"406911","6"
"406912","4"
"406912","5"
"406912","6"
"406913","4"
"406913","5"
"406913","6"
"406914","4"
"406914","5"
"406914","6"
"406915","4"
"406915","5"
"406915","6"
"406916","4"
"406916","5"
"406916","6"
"406917","4"
"406917","5"
"406917","6"
"406918","4"
"406918","5"
